gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted	minus_log10_pvalue
CNAG_03657	231.85835927119876	-0.03906361585268262	0.10568748246706257	-0.3696144040980139	0.7116698170982836	0.9971300521385945	0.14772145281242996
CNAG_03658	18.39374259917157	-1.680860056971596	0.3787315784022701	-4.438130203091406	9.074372364187819e-6	5.590638319281895e-4	5.04218340355865
CNAG_03659	148.88737974549844	-0.297322518242871	0.12284139468743185	-2.4203772596314446	0.015504412469075746	0.16910718031661617	1.8095446864581213
CNAG_03660	125.61163691370241	0.047369076126716606	0.14486055431585962	0.326997755534134	0.7436695828077571	0.9971300521385945	0.1286199814396334
CNAG_03661	206.57051319827838	-0.09847487493314633	0.09246534150054318	-1.064992280730049	0.2868794229598944	0.8276636225624538	0.5423006013373363
CNAG_03662	333.49117075324983	0.15234535215712597	0.49201314244997546	0.3096367536007748	0.7568372036117048	0.9971300521385945	0.12099752760237426
CNAG_03663	79.99995271147101	-0.010807195677020955	0.34845508453602425	-0.031014601756811724	0.9752578947569763	0.9972166850399039	0.010880525368374853
CNAG_03664	443.65588827751816	0.1624147147545005	0.1547398298827333	1.0495986384215588	0.29390268335354897	0.8337289598522399	0.5317964487680837
CNAG_03665	266.71407292492194	0.11711698742634795	0.07999402328727366	1.464071722030516	0.14317435272615917	0.6231812439226311	0.8441347716027441
CNAG_03666	119.52864376614976	-0.4641302654105682	0.43547083021042504	-1.0658125256892512	0.2865083975549725	0.8269452343398844	0.5428626443481145
CNAG_03667	723.204315694558	-0.36969461650067803	0.4559560690592005	-0.810811921559657	0.4174736871997921	0.9307282776485447	0.379370892309855
CNAG_03668	503.4144689305794	-0.09153624353328071	0.09489560086517149	-0.9645994408459062	0.3347454795924973	0.8718563086849939	0.47528527899493705
CNAG_03669	262.2927916258039	-0.12079816926290336	0.30042267291516866	-0.40209404999539944	0.6876148115068361	0.9971300521385945	0.16265477700184508
CNAG_03670	469.37900807796916	-0.32523013473103873	0.31506297829542806	-1.032270235273651	0.30194554058637213	0.8396737499195092	0.5200713800746493
CNAG_03671	46.370159017972554	0.053386151816438944	0.2690737675614788	0.19840712195863205	0.8427265456923109	0.9971300521385945	0.07431332568702798
CNAG_03672	177.61491768722027	-0.2353495220519095	0.34761460916520764	-0.6770415162271188	0.4983796136878983	0.9709479735309912	0.3024397308832569
CNAG_03673	891.3173437658137	-0.05391227925185612	0.1936003126158414	-0.27847206713365985	0.7806500045474947	0.9971300521385945	0.10754363342435708
CNAG_03674	749.6733924794394	0.06252549843515408	0.16641612202918138	0.3757177950835203	0.7071267070241719	0.9971300521385945	0.1505027598509213
CNAG_03675	926.6894142823272	0.041621621257556037	0.47878897093132816	0.08693103597727975	0.9307263297521504	0.9971300521385945	0.031177999953775345
CNAG_03676	138.65772038091148	0.031405660749164434	0.1591571955313722	0.19732479354333635	0.8435733783219052	0.9971300521385945	0.07387713427907353
CNAG_03677	4833.66569907068	0.3017970592358153	0.13555379314195717	2.226400694813178	0.02598735399101582	0.24158614265722111	1.5852379377210526
